Player 1:,You,,,,,,,,,,,,,,,Player 1:,You,,,,,,,,,,,,,,
Player 2: ,CloseOther,,,,,,,,,,,,,,,Player 2: ,Acquaintance,,,,,,,,,,,,,,
Scale Label:,DecimalCloseOther,,,,,,,,,,,,,,,Scale Label:,DecimalAcquaintance,,,,,,,,,,,,,,
Number of Choices,15,,,,,,,,,,,,,,,Number of Choices,15,,,,,,,,,,,,,,
Choice #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,Choice #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
ChoosePlayer1- Player1Gets,0.96,1.91,2.87,3.83,4.79,5.74,6.7,7.66,8.61,9.57,10.53,11.48,12.44,13.4,14.36,ChoosePlayer1- Player1Gets,0.96,1.91,2.87,3.83,4.79,5.74,6.7,7.66,8.61,9.57,10.53,11.48,12.44,13.4,14.36
ChoosePlayer1- Player2Gets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ChoosePlayer1- Player2Gets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChoosePlayer2- Player1Gets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ChoosePlayer2- Player1Gets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChoosePlayer2- Player2Gets,9.57,9.57,9.57,9.57,9.57,9.57,9.57,9.57,9.57,9.57,9.57,9.57,9.57,9.57,9.57,ChoosePlayer2- Player2Gets,9.57,9.57,9.57,9.57,9.57,9.57,9.57,9.57,9.57,9.57,9.57,9.57,9.57,9.57,9.57
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,1,1,1,1,2,2,2,2,2,1,1,2,1,1
1001,1,1,1,2,1,1,2,2,1,2,2,1,2,2,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1002,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
1003,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1004,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1005,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1006,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1007,2,1,1,2,1,2,1,1,2,1,2,1,2,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1008,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1
1009,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1010,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
1011,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1012,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1
1013,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1014,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
1015,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1016,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,,2,2,2,2,2,2,1,1,1,2,1,2,2,1,1
1017,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1018,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1019,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1021,2,2,1,2,2,2,1,1,2,1,1,2,1,1,1,,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1
1022,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1023,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1024,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1
1025,2,1,1,2,1,1,1,2,2,2,1,2,2,2,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1026,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1027,1,2,2,2,2,1,1,1,1,2,2,2,2,2,1,,2,1,1,2,1,2,2,1,1,2,1,2,2,1,2
1028,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
1029,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
1030,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
1031,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
1032,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
1033,1,2,2,2,2,2,2,2,2,1,1,1,2,1,1,,2,1,2,2,1,2,1,1,1,1,1,1,1,2,1
1034,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
1035,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1
1036,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1
1037,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1
1038,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1
1039,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1040,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1041,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1042,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
1043,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1044,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1045,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
1046,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1
1047,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1048,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1049,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1050,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
1051,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
1052,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1053,2,2,1,2,2,2,1,2,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1054,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1
1055,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1
1056,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
1057,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,1,2,2,2,1,1,2,1,1,2,2,1,2
1058,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
1059,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1060,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
1061,2,1,2,1,2,1,2,1,1,1,1,2,1,1,2,,2,1,2,2,2,1,2,2,1,2,1,1,1,2,1
1062,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1063,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
1064,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1065,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
1066,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1067,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1068,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1
1069,2,1,1,2,2,1,2,1,2,1,2,2,1,1,2,,2,2,1,1,2,1,2,2,1,1,2,1,2,1,2
1070,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1
1071,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1
1072,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1
1073,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1074,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
1075,2,1,1,1,2,2,1,2,2,2,2,1,2,2,1,,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1
1076,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1077,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1078,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
1079,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
1080,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1081,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1082,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1
1083,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
1084,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1
1085,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
1086,1,1,1,2,1,1,1,2,2,2,1,1,2,2,2,,1,1,1,2,2,2,1,1,2,2,2,2,1,1,2
1087,2,2,2,2,2,1,1,1,1,1,1,2,1,1,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1088,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1089,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1
1090,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1
1091,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1092,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1
1093,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1094,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1
1095,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
1096,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
1097,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
1098,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
1099,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1100,2,1,2,1,2,2,2,1,2,1,1,1,1,1,2,,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1
1101,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1102,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1103,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1104,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1105,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
1106,2,1,1,1,1,2,1,2,2,2,2,1,1,1,1,,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1
1107,2,2,1,2,2,2,1,1,2,1,2,2,2,1,1,,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1
1108,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1
1109,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
1110,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1111,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1112,2,1,2,2,1,2,2,1,2,1,2,1,1,1,1,,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2
1113,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
1114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1115,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1116,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,,1,1,2,1,2,1,1,2,2,2,2,2,1,1,2
1117,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
1118,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1119,2,1,2,2,2,2,2,1,1,1,1,1,2,1,2,,1,1,1,2,1,2,2,2,1,1,1,2,2,2,2
1120,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1
1121,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1
1122,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
1123,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
1124,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
1125,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1126,2,2,2,1,1,2,1,2,1,1,1,2,1,2,1,,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1
1127,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1129,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1130,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1
1131,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1132,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1
1133,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1134,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1135,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
1136,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1
1137,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
1138,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1
1139,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1140,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,,2,2,1,1,2,1,2,2,2,2,1,2,1,1,1
1141,1,2,1,1,2,1,2,2,1,1,1,2,2,1,2,,2,1,2,1,1,2,1,2,2,2,2,2,1,2,1
1142,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1143,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
1144,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1145,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
1146,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1147,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
1148,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
1149,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1150,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1
1151,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1
1152,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
1153,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,,1,2,1,2,2,2,1,1,1,1,1,2,1,1,2
1154,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1155,2,2,2,2,2,2,2,1,2,2,1,1,1,2,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1156,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1157,1,2,2,2,2,1,2,2,2,1,1,1,1,1,1,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1158,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1159,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
1160,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
1161,2,2,2,2,2,2,1,2,2,1,2,1,1,1,1,,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1
1162,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1163,1,1,1,2,1,2,1,2,2,1,1,1,1,2,1,,2,1,1,2,1,2,2,2,2,2,2,1,1,1,1
1164,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1165,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1166,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
1167,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1168,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1
1169,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1170,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1171,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1172,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1173,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
1174,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1175,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1
1176,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
1177,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
1178,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1179,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
